id_1,id_2
116,6
116,49
116,48
116,14
116,4
116,115
117,6
117,14
117,8
117,11
118,119
118,6
118,14
118,13
118,120
118,121
122,11
122,6
122,123
122,19
122,13
124,6
124,14
124,19
124,11
125,8
125,6
126,127
126,120
126,14
126,19
126,128
126,119
129,14
129,8
129,22
129,6
129,130
129,21
129,126
131,132
131,6
131,130
131,14
131,19
131,8
132,14
132,8
132,22
132,6
132,7
120,21
120,133
120,13
120,7
120,119
120,19
120,8
120,134
120,11
120,121
135,133
135,8
135,21
135,136
135,22
133,6
133,134
133,137
133,19
133,120
133,14
133,136
133,138
133,21
133,135
133,11
138,133
138,8
138,11
139,136
139,14
139,11
140,141
140,19
140,8
140,11
140,121
141,11
141,22
141,142
141,13
141,121
141,143
141,19
141,8
141,144
141,6
142,11
142,22
142,7
142,141
142,145
142,8
142,143
142,21
143,14
143,19
143,8
143,21
143,11
143,22
143,6
143,145
143,146
143,7
143,142
144,48
144,140
144,2
144,141
144,4
144,11
144,6
144,49
144,117
127,126
127,4
127,6
127,120
127,119
127,50
127,14
127,118
119,126
119,4
119,127
119,11
119,120
119,121
119,2
119,45
119,118
123,124
123,48
123,14
123,122
123,11
123,147
123,6
147,14
147,123
147,4
147,11
128,4
128,130
128,126
128,6
128,129
128,50
148,6
148,129
148,4
130,48
130,2
130,45
130,132
130,126
130,129
130,14
130,4
130,131
130,11
130,6
130,49
130,128
134,135
134,6
134,133
134,120
134,136
134,45
137,14
137,138
137,4
137,133
136,6
136,139
136,133
136,48
136,2
136,134
136,120
136,11
121,50
121,14
121,140
121,141
121,4
121,11
121,6
121,126
121,48
121,127
121,118
121,120
121,119
145,143
145,14
145,45
145,11
145,142
145,6
146,4
146,11
146,14
146,45
149,11
149,6
149,143
149,48
149,146
149,14
150,11
150,151
150,19
150,13
150,8
150,14
150,152
153,154
153,155
153,11
153,6
153,156
153,14
153,157
153,19
153,8
154,156
154,14
154,19
154,8
154,153
154,11
154,22
154,6
154,158
154,159
154,155
154,7
159,154
159,19
159,13
159,8
159,160
159,21
159,11
159,161
159,22
159,6
159,7
162,11
162,6
162,14
162,19
162,8
162,161
163,11
163,160
164,14
164,8
164,11
164,155
164,6
164,165
165,14
165,155
165,8
165,164
165,21
165,166
165,22
157,156
157,21
157,153
157,22
157,6
157,154
157,14
157,155
157,8
157,167
156,14
156,157
156,8
156,151
156,22
156,6
156,168
156,21
156,155
156,13
156,7
156,169
170,11
170,171
170,172
170,19
170,8
173,14
173,6
172,8
172,169
172,11
172,6
172,170
172,174
172,7
172,175
172,14
172,19
174,176
174,14
174,172
174,175
174,22
174,8
152,6
152,151
152,45
152,150
151,14
151,157
151,45
151,152
151,4
151,155
151,11
151,48
158,14
158,4
158,11
158,154
177,11
177,50
177,161
177,159
177,45
177,6
161,178
161,162
161,48
161,159
161,45
161,6
178,14
178,4
178,11
178,161
178,162
160,48
160,6
160,154
160,14
160,158
160,159
160,163
155,49
155,164
155,154
155,156
155,153
155,48
155,157
155,4
155,165
155,45
155,11
155,6
166,49
166,164
166,11
166,48
166,2
166,14
166,165
166,6
167,6
167,14
167,4
167,11
168,50
168,14
168,45
168,11
168,6
168,156
168,179
169,4
169,156
169,168
169,11
169,48
169,49
169,179
169,14
169,170
171,6
171,172
171,173
171,48
171,2
171,4
171,169
175,4
175,11
175,6
175,14
175,172
176,174
176,11
176,6
176,14
179,2
179,169
179,14
179,4
179,168
179,11
179,6
179,156
179,48
180,181
180,14
180,19
180,8
180,11
180,182
183,11
183,6
183,19
183,13
183,8
183,184
185,11
185,19
182,11
182,6
182,180
182,50
182,4
182,181
182,45
181,11
181,48
181,184
181,50
181,14
181,182
181,183
181,6
181,4
184,48
184,6
184,49
184,186
184,185
184,14
184,45
184,183
184,4
184,181
186,185
186,4
186,184
186,11
186,6
186,49
186,14
186,48
187,14
187,188
187,189
187,13
187,190
190,191
190,7
190,192
190,14
190,193
190,8
190,11
190,6
190,188
190,21
190,194
191,193
191,7
191,190
191,19
191,195
191,196
191,13
191,8
191,197
191,198
191,194
191,21
197,199
197,195
197,8
197,21
197,11
197,6
197,191
196,7
196,14
196,191
196,21
196,22
196,200
196,201
195,200
195,6
195,191
195,14
195,196
195,22
202,8
202,194
202,11
203,11
203,6
203,14
203,19
203,8
204,14
204,8
204,6
204,205
206,207
206,11
206,6
206,208
206,192
206,19
206,13
209,6
209,210
209,19
209,208
209,8
209,11
211,207
211,8
211,212
211,11
211,6
211,213
213,212
213,7
213,207
213,214
213,14
213,211
213,21
213,6
215,189
215,216
215,14
215,19
215,11
215,6
216,22
216,189
216,7
216,8
216,217
216,215
216,6
188,190
188,11
188,187
188,50
188,14
188,45
193,198
193,50
193,191
193,14
193,190
193,11
193,6
200,197
200,4
200,6
200,50
200,14
218,14
218,4
218,197
199,218
199,197
199,14
199,4
199,11
199,6
199,49
201,4
201,14
194,2
194,190
194,11
194,48
194,198
194,202
194,191
194,14
198,4
198,205
198,11
198,6
198,193
198,190
198,191
198,48
198,203
198,2
198,14
205,203
205,48
205,204
205,14
205,4
205,11
205,6
205,198
205,49
192,45
192,187
192,11
192,6
192,207
192,48
192,208
192,2
192,14
208,2
208,14
208,4
208,45
208,207
208,6
208,49
208,206
208,210
210,14
210,4
210,11
210,6
210,49
210,208
210,209
207,4
207,11
207,6
207,48
207,2
207,45
207,192
207,213
214,4
214,213
214,11
214,6
214,14
212,211
212,2
212,213
212,207
212,4
212,11
189,192
189,188
189,216
189,14
189,190
189,45
189,187
217,14
217,11
217,6
217,216
45,3
8,6
8,3
219,5
219,3
22,3
50,220
50,4
13,8
220,221
49,219
4,3
4,6
19,3
221,6
6,3
222,3
21,222
21,3
21,8
48,3
48,5
48,4
